Name;Edition;Qty;Rarity;Color;Cost;Type;P/T;Text;Comment
Syphon Sliver;M14;3;R;B;2B;Creature - Sliver;2/2;Sliver creatures you control have lifelink. #(Damage dealt by a Sliver creature you control also causes you to gain that much life.)#;
Tajic, Blade of the Legion;DGM;3;R;Gld;2RW;Legendary Creature - Human Soldier;2/2;"Tajic, Blade of the Legion is indestructible.
#Battalion# ﾗ Whenever Tajic and at least two other creatures attack, Tajic gets +5/+5 until end of turn.";
Tar Pitcher;LRW;1;U;R;3R;Creature - Goblin Shaman;2/2;%T, Sacrifice a Goblin: Tar Pitcher deals 2 damage to target creature or player.;
Taurean Mauler;MOR;1;R;R;2R;Creature - Shapeshifter;2/2;"Changeling #(This card is every creature type at all times.)#
Whenever an opponent casts a spell, you may put a +1/+1 counter on Taurean Mauler.";
Tavern Swindler;RTR;1;U;B;1B;Creature - Human Rogue;2/2;%T, Pay 3 life: Flip a coin. If you win the flip, you gain 6 life.;
Tenement Crasher;RTR;2;C;R;5R;Creature - Beast;5/4;Haste;
Terrus Wurm;RTR;2;C;B;6B;Creature - Zombie Wurm;5/5;Scavenge %6%B #(%6%B, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#;
Teysa, Envoy of Ghosts;DGM;4;R;Gld;5WB;Legendary Creature - Human Advisor;4/4;"Vigilance, protection from creatures
Whenever a creature deals combat damage to you, destroy that creature. Put a 1/1 white and black Spirit creature token with flying onto the battlefield.";
Thallid Germinator;MMA;4;C;G;2G;Creature - Fungus;2/2;"At the beginning of your upkeep, put a spore counter on Thallid Germinator.
Remove three spore counters from Thallid Germinator: Put a 1/1 green Saproling creature token onto the battlefield.
Sacrifice a Saproling: Target creature gets +1/+1 until end of turn.";
Thallid Shell-Dweller;TSP;4;C;G;1G;Creature - Fungus;0/5;"Defender
At the beginning of your upkeep, put a spore counter on Thallid Shell-Dweller.
Remove three spore counters from Thallid Shell-Dweller: Put a 1/1 green Saproling creature token onto the battlefield.";
therling;DGM;2;R;U;4UU;Creature - Shapeshifter;4/5;"%U: Exile AEtherling. Return it to the battlefield under its ownerﾒs control at the beginning of the next end step.
%U: AEtherling is unblockable this turn.
%1: AEtherling gets +1/-1 until end of turn.
%1: AEtherling gets -1/+1 until end of turn.";
Thieving Sprite;LRW;2;C;B;2B;Creature - Faerie Rogue;1/1;"Flying
When Thieving Sprite enters the battlefield, target player reveals X cards from his or her hand, where X is the number of Faeries you control. You choose one of those cards. That player discards that card.";
Thorncaster Sliver;M14;3;R;R;4R;Creature - Sliver;2/2;Sliver creatures you control have ﾓWhenever this creature attacks, it deals 1 damage to target creature or player.ﾔ;
Thrashing Mossdog;DGM;13;C;G;3G;Creature - Plant Hound;3/3;"Reach #(This creature can block creatures with flying.)#
Scavenge %4%G%G #(%4%G%G, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#";
Thrill-Kill Assassin;RTR;1;U;B;1B;Creature - Human Assassin;1/2;"Deathtouch
Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#";
Thrull Parasite;GTC;1;U;B;B;Creature - Thrull;1/1;"Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#
%T, Pay 2 life: Remove a counter from target nonland permanent.";
Thundering Giant;BD;1;U;R;3RR;Creature - Giant;4/3;Haste;
Timberland Guide;AVR;1;C;G;1G;Creature - Human Scout;1/1;When Timberland Guide enters the battlefield, put a +1/+1 counter on target creature.;
Timberpack Wolf;M13;5;C;G;1G;Creature - Wolf;2/2;Timberpack Wolf gets +1/+1 for each other creature you control named Timberpack Wolf.;
Tithe Drinker;DGM;11;C;Gld;WB;Creature - Vampire;2/1;"Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#
Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#";
Torch Fiend;M13;6;U;R;1R;Creature - Devil;2/1;%R, Sacrifice Torch Fiend: Destroy target artifact.;
Tormented Soul;M13;5;C;B;B;Creature - Spirit;1/1;Tormented Soul canﾒt block and is unblockable.;
Tower Drake;RTR;5;C;U;2U;Creature - Drake;2/1;"Flying
%W: Tower Drake gets +0/+1 until end of turn.";
Towering Indrik;RTR;1;C;G;3G;Creature - Beast;2/4;Reach #(This creature can block creatures with flying.)#;
Towering Thunderfist;GTC;2;C;R;4R;Creature - Giant Soldier;4/4;%W: Towering Thunderfist gains vigilance until end of turn.;
Trained Caracal;RTR;4;C;W;W;Creature - Cat;1/1;Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#;
Trained Condor;M14;6;C;U;2U;Creature - Bird;2/1;"Flying
Whenever Trained Condor attacks, another target creature you control gains flying until end of turn.";
Trestle Troll;RTR;5;C;Gld;1BG;Creature - Troll;1/4;"Defender
Reach #(This creature can block creatures with flying.)#
%1%B%G: Regenerate Trestle Troll.";
Trostani's Summoner;DGM;4;U;Gld;5GW;Creature - Elf Shaman;1/1;When Trostaniﾒs Summoner enters the battlefield, put a 2/2 white Knight creature token with vigilance, a 3/3 green Centaur creature token, and a 4/4 green Rhino creature token with trample onto the battlefield.;
Truefire Paladin;GTC;2;U;Gld;RW;Creature - Human Knight;2/2;"Vigilance
%R%W: Truefire Paladin gets +2/+0 until end of turn.
%R%W: Truefire Paladin gains first strike until end of turn.";
Tuktuk the Explorer;ROE;3;R;R;2R;Legendary Creature - Goblin;1/1;"Haste
When Tuktuk the Explorer dies, put a legendary 5/5 colorless Goblin Golem artifact creature token named Tuktuk the Returned onto the battlefield.";
Ubul Sar Gatekeepers;DGM;13;C;B;3B;Creature - Zombie Soldier;2/4;When Ubul Sar Gatekeepers enters the battlefield, if you control two or more Gates, target creature an opponent controls gets -2/-2 until end of turn.;
Ulvenwald Bear;DKA;1;C;G;2G;Creature - Bear;2/2;#Morbid# ﾗ When Ulvenwald Bear enters the battlefield, if a creature died this turn, put two +1/+1 counters on target creature.;
Unbreathing Horde;ISD;2;R;B;2B;Creature - Zombie;0/0;"Unbreathing Horde enters the battlefield with a +1/+1 counter on it for each other Zombie you control and each Zombie card in your graveyard.
If Unbreathing Horde would be dealt damage, prevent that damage and remove a +1/+1 counter from it.";
Undead Executioner;AVR;1;C;B;3B;Creature - Zombie;2/2;When Undead Executioner dies, you may have target creature get -2/-2 until end of turn.;
Undead Minotaur;M14;14;C;B;2B;Creature - Zombie Minotaur;2/3;;
Undercity Informer;GTC;2;U;B;2B;Creature - Human Rogue;2/3;%1, Sacrifice a creature: Target player reveals cards from the top of his or her library until he or she reveals a land card, then puts those cards into his or her graveyard.;
Vampire Interloper;ISD;2;C;B;1B;Creature - Vampire Scout;2/1;"Flying
Vampire Interloper canﾒt block.";
Vampire Nighthawk;M13;10;U;B;1BB;Creature - Vampire Shaman;2/3;"Flying
Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#
Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#";
Vampire Warlord;M14;7;U;B;4B;Creature - Vampire Warrior;4/2;Sacrifice another creature: Regenerate Vampire Warlord. #(The next time this creature would be destroyed this turn, it isnﾒt. Instead tap it, remove all damage from it, and remove it from combat.)#;
Varolz, the Scar-Striped;DGM;4;R;Gld;1BG;Legendary Creature - Troll Warrior;2/2;"Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. #(Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that cardﾒs power on target creature. Scavenge only as a sorcery.)#
Sacrifice another creature: Regenerate Varolz, the Scar-Striped.";
Vassal Soul;RTR;3;C;Gld;1%D%D;Creature - Spirit;2/2;Flying;
Vastwood Gorger;M13;5;C;G;5G;Creature - Wurm;5/6;;
Vedalken Dismisser;RAV;4;C;U;5U;Creature - Vedalken Wizard;2/2;When Vedalken Dismisser enters the battlefield, put target creature on top of its ownerﾒs library.;
Vedalken Entrancer;M13;4;C;U;3U;Creature - Vedalken Wizard;1/4;%U, %T: Target player puts the top two cards of his or her library into his or her graveyard.;
Veilborn Ghoul;M13;5;U;B;4B;Creature - Zombie;4/1;"Veilborn Ghoul canﾒt block.
Whenever a Swamp enters the battlefield under your control, you may return Veilborn Ghoul from your graveyard to your hand.";
Veteran Armorer;RAV;4;C;W;1W;Creature - Human Soldier;2/2;Other creatures you control get +0/+1.;
Viashino Firstblade;DGM;17;C;Gld;1RW;Creature - Viashino Soldier;2/2;"Haste
When Viashino Firstblade enters the battlefield, it gets +2/+2 until end of turn.";
Viashino Racketeer;RTR;3;C;R;2R;Creature - Viashino Rogue;2/1;When Viashino Racketeer enters the battlefield, you may discard a card. If you do, draw a card.;
Viashino Shanktail;GTC;2;U;R;3R;Creature - Viashino Warrior;3/1;"First strike
#Bloodrush# ﾗ %2%R, Discard Viashino Shanktail: Target attacking creature gets +3/+1 and gains first strike until end of turn.";
Vitu-Ghazi Guildmage;RTR;2;U;Gld;GW;Creature - Dryad Shaman;2/2;"%4%G%W: Put a 3/3 green Centaur creature token onto the battlefield.
%2%G%W: Populate. #(Put a token onto the battlefield thatﾒs a copy of a creature token you control.)#";
Vizkopa Confessor;GTC;2;U;Gld;3WB;Creature - Human Cleric;1/3;"Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#
When Vizkopa Confessor enters the battlefield, pay any amount of life. Target opponent reveals that many cards from his or her hand. You choose one of them and exile it.";
Voice of Resurgence;DGM;2;M;Gld;GW;Creature - Elemental;2/2;Whenever an opponent casts a spell during your turn or when Voice of Resurgence dies, put a green and white Elemental creature token onto the battlefield with ﾓThis creatureﾒs power and toughness are each equal to the number of creatures you control.ﾔ;
Voice of the Provinces;AVR;2;C;W;4WW;Creature - Angel;3/3;"Flying
When Voice of the Provinces enters the battlefield, put a 1/1 white Human creature token onto the battlefield.";
Voidwielder;RTR;4;C;U;4U;Creature - Human Wizard;1/4;When Voidwielder enters the battlefield, you may return target creature to its ownerﾒs hand.;
Voracious Wurm;M14;6;U;G;1G;Creature - Wurm;2/2;Voracious Wurm enters the battlefield with X +1/+1 counters on it, where X is the amount of life youﾒve gained this turn.;
Vorel of the Hull Clade;DGM;3;R;Gld;1GU;Legendary Creature - Human Merfolk;1/4;%G%U, %T: For each counter on target artifact, creature, or land, put another of those counters on that permanent.;
Walker of the Grove;MOR;6;U;G;6GG;Creature - Elemental;7/7;"When Walker of the Grove leaves the battlefield, put a 4/4 green Elemental creature token onto the battlefield.
Evoke %4%G #(You may cast this spell for its evoke cost. If you do, itﾒs sacrificed when it enters the battlefield.)#";
Walking Corpse;M13;5;C;B;1B;Creature - Zombie;2/2;;
Wall of Fire;M13;4;C;R;1RR;Creature - Wall;0/5;"Defender #(This creature canﾒt attack.)#
%R: Wall of Fire gets +1/+0 until end of turn.";
Wall of Frost;M10;10;U;U;1UU;Creature - Wall;0/7;"Defender #(This creature canﾒt attack.)#
Whenever Wall of Frost blocks a creature, that creature doesnﾒt untap during its controllerﾒs next untap step.";
Wall of Swords;R;4;U;W;3W;Creature - Wall;3/5;"Defender #(This creature canﾒt attack)#
Flying";
War Falcon;M13;4;C;W;W;Creature - Bird;2/1;"Flying
War Falcon canﾒt attack unless you control a Knight or a Soldier.";
War Priest of Thune;M13;4;U;W;1W;Creature - Human Cleric;2/2;When War Priest of Thune enters the battlefield, you may destroy target enchantment.;
Warclamp Mastiff;M13;8;C;W;W;Creature - Hound;1/1;First strike #(This creature deals combat damage before creatures without first strike.)#;
Warden of Evos Isle;M14;9;U;U;2U;Creature - Bird Wizard;2/2;"Flying
Creature spells with flying you cast cost %1 less to cast.";
Warmind Infantry;GTC;7;C;R;2R;Creature - Elemental Soldier;2/3;#Battalion# ﾗ Whenever Warmind Infantry and at least two other creatures attack, Warmind Infantry gets +2/+0 until end of turn.;
Warren Pilferers;MMA;2;C;B;4B;Creature - Goblin Rogue;3/3;When Warren Pilferers enters the battlefield, return target creature card from your graveyard to your hand. If that card is a Goblin card, Warren Pilferers gains haste until end of turn.;
War-Spike Changeling;MMA;2;C;R;3R;Creature - Shapeshifter;3/3;"Changeling #(This card is every creature type at all times.)#
%R: War-Spike Changeling gains first strike until end of turn.";
Wasteland Viper;GTC;1;U;G;G;Creature - Snake;1/2;"Deathtouch
#Bloodrush# ﾗ %G, Discard Wasteland Viper: Target attacking creature gets +1/+2 and gains deathtouch until end of turn.";
Water Servant;M14;5;U;U;2UU;Creature - Elemental;3/4;"%U: Water Servant gets +1/-1 until end of turn.
%U: Water Servant gets -1/+1 until end of turn.";
Watercourser;M13;4;C;U;2U;Creature - Elemental;2/3;%U: Watercourser gets +1/-1 until end of turn.;
Welkin Tern;M13;6;C;U;1U;Creature - Bird;2/1;"Flying
Welkin Tern can block only creatures with flying.";
Wight of Precinct Six;GTC;2;U;B;1B;Creature - Zombie;1/1;Wight of Precinct Six gets +1/+1 for each creature card in your opponentsﾒ graveyards.;
Wildwood Geist;AVR;1;C;G;4G;Creature - Spirit;3/3;Wildwood Geist gets +2/+2 as long as itﾒs your turn.;
Wind Drake;DGM;11;C;U;2U;Creature - Drake;2/2;Flying;
Wind Drake;M13;14;C;U;2U;Creature - Drake;2/2;Flying;
Wojek Halberdiers;GTC;9;C;Gld;RW;Creature - Human Soldier;3/2;#Battalion# ﾗ Whenever Wojek Halberdiers and at least two other creatures attack, Wojek Halberdiers gains first strike until end of turn.;
Woodborn Behemoth;M14;6;U;G;3GG;Creature - Elemental;4/4;As long as you control eight or more lands, Woodborn Behemoth gets +4/+4 and has trample. #(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#;
Woodlot Crawler;DGM;4;U;Gld;UB;Creature - Insect;2/1;Forestwalk, protection from green;
Wrecking Ogre;GTC;2;R;R;4R;Creature - Ogre Warrior;3/3;"Double strike
#Bloodrush# ﾗ %3%R%R, Discard Wrecking Ogre: Target attacking creature gets +3/+3 and gains double strike until end of turn.";
Xathrid Necromancer;M14;3;R;B;2B;Creature - Human Wizard;2/2;Whenever Xathrid Necromancer or another Human creature you control dies, put a 2/2 black Zombie creature token onto the battlefield tapped.;
Yeva's Forcemage;M13;4;C;G;2G;Creature - Elf Shaman;2/2;When Yevaﾒs Forcemage enters the battlefield, target creature gets +2/+2 until end of turn.;
Young Pyromancer;M14;3;U;R;1R;Creature - Human Shaman;2/1;Whenever you cast an instant or sorcery spell, put a 1/1 red Elemental creature token onto the battlefield.;
Zameck Guildmage;GTC;1;U;Gld;GU;Creature - Elf Wizard;2/2;"%G%U: This turn, each creature you control enters the battlefield with an additional +1/+1 counter on it.
%G%U, Remove a +1/+1 counter from a creature you control: Draw a card.";
Zanikev Locust;RTR;1;U;B;5B;Creature - Insect;3/3;"Flying
Scavenge %2%B%B #(%2%B%B, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#";
Zarichi Tiger;GTC;2;C;W;3W;Creature - Cat;2/3;%1%W, %T: You gain 2 life.;
Zhur-Taa Ancient;DGM;2;R;Gld;3RG;Creature - Beast;7/5;Whenever a player taps a land for mana, that player adds one mana to his or her mana pool of any type that land produced.;
Zhur-Taa Druid;DGM;16;C;Gld;RG;Creature - Human Druid;1/1;"%T: Add %G to your mana pool.
Whenever you tap Zhur-Taa Druid for mana, it deals 1 damage to each opponent.";
