Comment,Name,Color,Text,P/T,Rarity,Edition,Cost,Stars,Qty,Type
,Smelt-Ward Gatekeepers,R,"When Smelt-Ward Gatekeepers enters the battlefield, if you control two or more Gates, gain control of target creature an opponent controls until end of turn. Untap that creature. It gains haste until end of turn.",2/4,C,DGM,3R,3.375,12,Creature - Human Warrior
,Smog Elemental,B,"Flying
Creatures with flying your opponents control get -1/-1.",3/3,U,GTC,4BB,2.880,3,Creature - Elemental
,Soulmender,W,%T: You gain 1 life.,1/1,C,M14,W,2.200,11,Creature - Human Cleric
,Soulsworn Spirit,U,"Soulsworn Spirit is unblockable.
When Soulsworn Spirit enters the battlefield, detain target creature an opponent controls. #(Until your next turn, that creature canﾒt attack or block and its activated abilities canﾒt be activated.)#",2/1,U,RTR,3U,2.606,2,Creature - Spirit
,Spawn of Rix Maadi,Gld,Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#,5/3,C,RTR,3BR,2.131,4,Creature - Horror
,Species Gorger,Gld,"At the beginning of your upkeep, return a creature you control to its ownerﾒs hand.",6/6,U,DGM,3GU,3.800,4,Creature - Frog Beast
,Spectral Rider,W,Intimidate #(This creature canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#,2/2,U,ISD,WW,3.833,1,Creature - Spirit Knight
,Sphinx of the Chimes,U,"Flying
Discard two nonland cards with the same name: Draw four cards.",5/6,R,RTR,4UU,3.597,2,Creature - Sphinx
,Spike Jester,Gld,Haste,3/1,U,DGM,BR,3.796,7,Creature - Goblin Warrior
,Spiked Baloth,G,"Trample #(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#",4/2,C,M13,3G,2.533,4,Creature - Beast
,Spire Tracer,G,Spire Tracer canﾒt be blocked except by creatures with flying or reach.,1/1,C,GTC,G,3.186,1,Creature - Elf Scout
,Splatter Thug,R,"First strike
Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#",2/2,C,RTR,2R,3.074,2,Creature - Human Warrior
,Sporemound,G,"Whenever a land enters the battlefield under your control, put a 1/1 green Saproling creature token onto the battlefield.",3/3,C,M14,3GG,3.541,5,Creature - Fungus
,Sporesower Thallid,G,"At the beginning of your upkeep, put a spore counter on each Fungus you control.
Remove three spore counters from Sporesower Thallid: Put a 1/1 green Saproling creature token onto the battlefield.",4/4,U,TSP,2GG,3.981,2,Creature - Fungus
,Sporoloth Ancient,G,"At the beginning of your upkeep, put a spore counter on Sporoloth Ancient.
Creatures you control have ﾓRemove two spore counters from this creature: Put a 1/1 green Saproling creature token onto the battlefield.ﾔ",4/4,C,MMA,3GG,3.694,2,Creature - Fungus
,Stealer of Secrets,U,"Whenever Stealer of Secrets deals combat damage to a player, draw a card.",2/2,C,RTR,2U,3.500,7,Creature - Human Rogue
,Steelform Sliver,W,Sliver creatures you control get +0/+1.,2/2,U,M14,2W,1.906,5,Creature - Sliver
,Steeple Roc,W,"Flying, first strike",3/1,C,DGM,4W,1.888,16,Creature - Bird
,Stingscourger,R,"Echo %3%R #(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)#
When Stingscourger enters the battlefield, return target creature an opponent controls to its ownerﾒs hand.",2/2,C,PLC,1R,4.017,2,Creature - Goblin Warrior
,Stinkdrinker Daredevil,R,Giant spells you cast cost %2 less to cast.,1/3,C,MMA,2R,3.857,2,Creature - Goblin Rogue
,Stinkweed Imp,B,"Flying
Whenever Stinkweed Imp deals combat damage to a creature, destroy that creature.
Dredge 5 #(If you would draw a card, instead you may put exactly five cards from the top of your library into your graveyard. If you do, return this card from your graveyard to your hand. Otherwise, draw a card.)#",1/2,C,DDJ,2B,5,1,Creature - Imp
,Stonefare Crocodile,G,%2%B: Stonefare Crocodile gains lifelink until end of turn. #(Damage dealt by this creature also causes you to gain that much life.)#,3/2,C,RTR,2G,2.889,1,Creature - Crocodile
,Stonehorn Chanter,W,%5%W: Stonehorn Chanter gains vigilance and lifelink until end of turn. #(Attacking doesnﾒt cause it to tap. Damage dealt by it also causes you to gain that much life.)#,4/4,U,M14,5W,1.357,7,Creature - Rhino Cleric
,Stonewright,R,"Soulbond #(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)#
As long as Stonewright is paired with another creature, each of those creatures has ﾓ%R: This creature gets +1/+0 until end of turn.ﾔ",1/1,U,AVR,R,3.473,1,Creature - Human Shaman
,Stormbound Geist,U,"Flying
Stormbound Geist can block only creatures with flying.
Undying #(When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its ownerﾒs control with a +1/+1 counter on it.)#",2/2,C,DKA,1UU,3.650,1,Creature - Spirit
,Striking Sliver,R,Sliver creatures you control have first strike. #(They deal combat damage before creatures without first strike.)#,1/1,C,M14,R,3.341,8,Creature - Sliver
,Stromkirk Captain,Gld,"First strike
Other Vampire creatures you control get +1/+1 and have first strike.",2/2,U,DKA,1BR,3.890,4,Creature - Vampire Soldier
,Sunhome Guildmage,Gld,"%1%R%W: Creatures you control get +1/+0 until end of turn.
%2%R%W: Put a 1/1 red and white Soldier creature token with haste onto the battlefield.",2/2,U,GTC,RW,3.411,5,Creature - Human Wizard
,Sunspire Gatekeepers,W,"When Sunspire Gatekeepers enters the battlefield, if you control two or more Gates, put a 2/2 white Knight creature token with vigilance onto the battlefield.",2/4,C,DGM,3W,3.054,18,Creature - Human Soldier
,Sunspire Griffin,W,Flying,2/3,C,RTR,1WW,2.848,1,Creature - Griffin
,Sunspire Griffin,W,Flying,2/3,C,RTR,1WW,2.848,1,Creature - Griffin
,Suntail Hawk,W,Flying,1/1,C,JU,W,3.408,8,Creature - Bird
,Syndic of Tithes,W,"Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#",2/2,C,GTC,1W,3.246,2,Creature - Human Cleric
,Syndicate Enforcer,B,"Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#",3/2,C,GTC,3B,2.443,4,Creature - Human Rogue
,Syphon Sliver,B,Sliver creatures you control have lifelink. #(Damage dealt by a Sliver creature you control also causes you to gain that much life.)#,2/2,R,M14,2B,2.968,3,Creature - Sliver
,"Tajic, Blade of the Legion",Gld,"Tajic, Blade of the Legion is indestructible.
#Battalion# ﾗ Whenever Tajic and at least two other creatures attack, Tajic gets +5/+5 until end of turn.",2/2,R,DGM,2RW,3.811,3,Legendary Creature - Human Soldier
,Tar Pitcher,R,"%T, Sacrifice a Goblin: Tar Pitcher deals 2 damage to target creature or player.",2/2,U,LRW,3R,5,1,Creature - Goblin Shaman
,Taurean Mauler,R,"Changeling #(This card is every creature type at all times.)#
Whenever an opponent casts a spell, you may put a +1/+1 counter on Taurean Mauler.",2/2,R,MOR,2R,4.264,1,Creature - Shapeshifter
,Tavern Swindler,B,"%T, Pay 3 life: Flip a coin. If you win the flip, you gain 6 life.",2/2,U,RTR,1B,3.375,1,Creature - Human Rogue
,Tenement Crasher,R,Haste,5/4,C,RTR,5R,2.536,2,Creature - Beast
,Terrus Wurm,B,"Scavenge %6%B #(%6%B, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#",5/5,C,RTR,6B,1.703,2,Creature - Zombie Wurm
,"Teysa, Envoy of Ghosts",Gld,"Vigilance, protection from creatures
Whenever a creature deals combat damage to you, destroy that creature. Put a 1/1 white and black Spirit creature token with flying onto the battlefield.",4/4,R,DGM,5WB,3.835,4,Legendary Creature - Human Advisor
,Thallid Germinator,G,"At the beginning of your upkeep, put a spore counter on Thallid Germinator.
Remove three spore counters from Thallid Germinator: Put a 1/1 green Saproling creature token onto the battlefield.
Sacrifice a Saproling: Target creature gets +1/+1 until end of turn.",2/2,C,MMA,2G,3.462,4,Creature - Fungus
,Thallid Shell-Dweller,G,"Defender
At the beginning of your upkeep, put a spore counter on Thallid Shell-Dweller.
Remove three spore counters from Thallid Shell-Dweller: Put a 1/1 green Saproling creature token onto the battlefield.",0/5,C,TSP,1G,3.947,4,Creature - Fungus
,therling,U,"%U: Exile AEtherling. Return it to the battlefield under its ownerﾒs control at the beginning of the next end step.
%U: AEtherling is unblockable this turn.
%1: AEtherling gets +1/-1 until end of turn.
%1: AEtherling gets -1/+1 until end of turn.",4/5,R,DGM,4UU,4.140,2,Creature - Shapeshifter
,Thieving Sprite,B,"Flying
When Thieving Sprite enters the battlefield, target player reveals X cards from his or her hand, where X is the number of Faeries you control. You choose one of those cards. That player discards that card.",1/1,C,LRW,2B,3.077,2,Creature - Faerie Rogue
,Thorncaster Sliver,R,"Sliver creatures you control have ﾓWhenever this creature attacks, it deals 1 damage to target creature or player.ﾔ",2/2,R,M14,4R,3.170,3,Creature - Sliver
,Thrashing Mossdog,G,"Reach #(This creature can block creatures with flying.)#
Scavenge %4%G%G #(%4%G%G, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#",3/3,C,DGM,3G,3.375,13,Creature - Plant Hound
,Thrill-Kill Assassin,B,"Deathtouch
Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#",1/2,U,RTR,1B,3.403,1,Creature - Human Assassin
,Thrull Parasite,B,"Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#
%T, Pay 2 life: Remove a counter from target nonland permanent.",1/1,U,GTC,B,3.978,1,Creature - Thrull
,Thundering Giant,R,Haste,4/3,U,BD,3RR,2.333,1,Creature - Giant
,Timberland Guide,G,"When Timberland Guide enters the battlefield, put a +1/+1 counter on target creature.",1/1,C,AVR,1G,2.764,1,Creature - Human Scout
,Timberpack Wolf,G,Timberpack Wolf gets +1/+1 for each other creature you control named Timberpack Wolf.,2/2,C,M13,1G,5,5,Creature - Wolf
,Tithe Drinker,Gld,"Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#
Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#",2/1,C,DGM,WB,3.811,11,Creature - Vampire
,Torch Fiend,R,"%R, Sacrifice Torch Fiend: Destroy target artifact.",2/1,U,M13,1R,3.611,6,Creature - Devil
,Tormented Soul,B,Tormented Soul canﾒt block and is unblockable.,1/1,C,M13,B,3.877,5,Creature - Spirit
,Tower Drake,U,"Flying
%W: Tower Drake gets +0/+1 until end of turn.",2/1,C,RTR,2U,3.116,5,Creature - Drake
,Towering Indrik,G,Reach #(This creature can block creatures with flying.)#,2/4,C,RTR,3G,2.262,1,Creature - Beast
,Towering Thunderfist,R,%W: Towering Thunderfist gains vigilance until end of turn.,4/4,C,GTC,4R,2.775,2,Creature - Giant Soldier
,Trained Caracal,W,Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#,1/1,C,RTR,W,2.711,4,Creature - Cat
,Trained Condor,U,"Flying
Whenever Trained Condor attacks, another target creature you control gains flying until end of turn.",2/1,C,M14,2U,3.426,6,Creature - Bird
,Trestle Troll,Gld,"Defender
Reach #(This creature can block creatures with flying.)#
%1%B%G: Regenerate Trestle Troll.",1/4,C,RTR,1BG,3.067,5,Creature - Troll
,Trostani's Summoner,Gld,"When Trostaniﾒs Summoner enters the battlefield, put a 2/2 white Knight creature token with vigilance, a 3/3 green Centaur creature token, and a 4/4 green Rhino creature token with trample onto the battlefield.",1/1,U,DGM,5GW,3.797,4,Creature - Elf Shaman
,Truefire Paladin,Gld,"Vigilance
%R%W: Truefire Paladin gets +2/+0 until end of turn.
%R%W: Truefire Paladin gains first strike until end of turn.",2/2,U,GTC,RW,3.917,2,Creature - Human Knight
,Tuktuk the Explorer,R,"Haste
When Tuktuk the Explorer dies, put a legendary 5/5 colorless Goblin Golem artifact creature token named Tuktuk the Returned onto the battlefield.",1/1,R,ROE,2R,5,3,Legendary Creature - Goblin
,Ubul Sar Gatekeepers,B,"When Ubul Sar Gatekeepers enters the battlefield, if you control two or more Gates, target creature an opponent controls gets -2/-2 until end of turn.",2/4,C,DGM,3B,3.183,13,Creature - Zombie Soldier
,Ulvenwald Bear,G,"#Morbid# ﾗ When Ulvenwald Bear enters the battlefield, if a creature died this turn, put two +1/+1 counters on target creature.",2/2,C,DKA,2G,3.178,1,Creature - Bear
,Unbreathing Horde,B,"Unbreathing Horde enters the battlefield with a +1/+1 counter on it for each other Zombie you control and each Zombie card in your graveyard.
If Unbreathing Horde would be dealt damage, prevent that damage and remove a +1/+1 counter from it.",0/0,R,ISD,2B,3.881,2,Creature - Zombie
,Undead Executioner,B,"When Undead Executioner dies, you may have target creature get -2/-2 until end of turn.",2/2,C,AVR,3B,2.328,1,Creature - Zombie
,Undead Minotaur,B,,2/3,C,M14,2B,2.133,14,Creature - Zombie Minotaur
,Undercity Informer,B,"%1, Sacrifice a creature: Target player reveals cards from the top of his or her library until he or she reveals a land card, then puts those cards into his or her graveyard.",2/3,U,GTC,2B,4.243,2,Creature - Human Rogue
,Vampire Interloper,B,"Flying
Vampire Interloper canﾒt block.",2/1,C,ISD,1B,3.142,2,Creature - Vampire Scout
,Vampire Nighthawk,B,"Flying
Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#
Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#",2/3,U,M13,1BB,4.000,10,Creature - Vampire Shaman
,Vampire Warlord,B,"Sacrifice another creature: Regenerate Vampire Warlord. #(The next time this creature would be destroyed this turn, it isnﾒt. Instead tap it, remove all damage from it, and remove it from combat.)#",4/2,U,M14,4B,1.694,7,Creature - Vampire Warrior
,"Varolz, the Scar-Striped",Gld,"Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. #(Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that cardﾒs power on target creature. Scavenge only as a sorcery.)#
Sacrifice another creature: Regenerate Varolz, the Scar-Striped.",2/2,R,DGM,1BG,3.908,4,Legendary Creature - Troll Warrior
,Vassal Soul,Gld,Flying,2/2,C,RTR,1%D%D,2.739,3,Creature - Spirit
,Vastwood Gorger,G,,5/6,C,M13,5G,5,5,Creature - Wurm
,Vedalken Dismisser,U,"When Vedalken Dismisser enters the battlefield, put target creature on top of its ownerﾒs library.",2/2,C,RAV,5U,2.342,4,Creature - Vedalken Wizard
,Vedalken Entrancer,U,"%U, %T: Target player puts the top two cards of his or her library into his or her graveyard.",1/4,C,M13,3U,1.895,4,Creature - Vedalken Wizard
,Veilborn Ghoul,B,"Veilborn Ghoul canﾒt block.
Whenever a Swamp enters the battlefield under your control, you may return Veilborn Ghoul from your graveyard to your hand.",4/1,U,M13,4B,2.512,5,Creature - Zombie
,Veteran Armorer,W,Other creatures you control get +0/+1.,2/2,C,RAV,1W,3.839,4,Creature - Human Soldier
,Viashino Firstblade,Gld,"Haste
When Viashino Firstblade enters the battlefield, it gets +2/+2 until end of turn.",2/2,C,DGM,1RW,3.746,17,Creature - Viashino Soldier
,Viashino Racketeer,R,"When Viashino Racketeer enters the battlefield, you may discard a card. If you do, draw a card.",2/1,C,RTR,2R,1.760,3,Creature - Viashino Rogue
,Viashino Shanktail,R,"First strike
#Bloodrush# ﾗ %2%R, Discard Viashino Shanktail: Target attacking creature gets +3/+1 and gains first strike until end of turn.",3/1,U,GTC,3R,2.938,2,Creature - Viashino Warrior
,Vitu-Ghazi Guildmage,Gld,"%4%G%W: Put a 3/3 green Centaur creature token onto the battlefield.
%2%G%W: Populate. #(Put a token onto the battlefield thatﾒs a copy of a creature token you control.)#",2/2,U,RTR,GW,3.757,2,Creature - Dryad Shaman
